model,price,description,engine_hk,mil,color,fuel,automatic,model_year,scrape_date
C40 Recharge,344900,"Core Edition, Ränta 2.95%, Panoramaglastak ej öppnb",231,3925,Black Stone,El,TRUE,2023,2026-05-06
XC40,309900,Core B-KAMERA (SELEKT),231,5284,Black Stone,El,TRUE,2023,2026-05-06
XC40,319000,Plus Edition//Adaptiv farth.//,231,5245,Thunder Grey,El,TRUE,2023,2026-05-06
C40 Recharge,404900,Ultimate,407,5458,Onyx Black,El,TRUE,2023,2026-05-06
XC40,329900,Core,231,4545,Crystal White,El,TRUE,2023,2026-05-06
XC40,324800,Core,231,4136,Black Stone,El,TRUE,2023,2026-05-06
XC40,339900,Core | Ränta 2.95% |,231,4496,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,309900,Core | 2.95% Ränta |,231,7309,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,299900,Core,231,9495,Onyx Black,El,TRUE,2023,2026-05-06
XC40,309500,Core,231,6532,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,304900,Core,231,8153,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,379000,Ultimate,231,4681,Black Stone,El,TRUE,2023,2026-05-06
XC40,334800,Core Edition,231,2524,Black Stone,El,TRUE,2023,2026-05-06
XC40,309100,Core Edition,231,5243,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,319000,Core,407,9606,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,299900,"Core, on call",231,5983,Black Stone,El,TRUE,2023,2026-05-06
XC40,314000,Core Edition / Backkamera / 20' / 2.95 ränta,231,3730,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,349000,Core,407,6388,Black Stone,El,TRUE,2023,2026-05-06
XC40,329900,Plus Edition,231,6481,Black Stone,El,TRUE,2023,2026-05-06
XC40,319500,Core Edition,231,4248,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,"Core, Navigation, on call, Dragkrok",407,8935,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,339900,Ultimate /Klimatpkt 0% RÄNTA (SELEKT),231,5349,Crystal White,El,TRUE,2023,2026-05-06
XC40,370000,Ultimate,231,5546,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,279900,Core | 2.95% Ränta | Infällbar Dragkrok |,231,10733,Fjord Blue,El,TRUE,2023,2026-05-06
C40 Recharge,369000,Plus Edition,231,2700,Sage Green,El,TRUE,2023,2026-05-06
C40 Recharge,319000,Plus Edition,231,6247,Onyx Black,El,TRUE,2023,2026-05-06
C40 Recharge,319900,Core Edition | Ränta 2.95% |,231,6355,Sage Green,El,TRUE,2023,2026-05-06
XC40,319900,Plus Edition,231,5575,Black Stone,El,TRUE,2023,2026-05-06
XC40,324900,"Core Edition, Ränta 2.95%, Navigation, Baklucka elmanövrerad",231,5771,Black Stone,El,TRUE,2023,2026-05-06
XC40,279000,"Core Edition, Backkamera, p-sensorer",231,8545,Black Stone,El,TRUE,2023,2026-05-06
XC40,309000,Core Edition,231,5894,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,339900,"Plus, on call",407,10729,Silver Dawn,El,TRUE,2023,2026-05-06
C40 Recharge,349500,Plus Edition,231,6013,Black Stone,El,TRUE,2023,2026-05-06
XC40,299000,Core Edition / 2.95%* / Navigation /,231,4902,Black Stone,El,TRUE,2023,2026-05-06
XC40,309900,"Core Edition '2,95% ränta'",231,4500,Black Stone,El,TRUE,2023,2026-05-06
XC40,329900,Plus | Strålkastare Pixel Tech |,231,8168,Crystal White,El,TRUE,2023,2026-05-06
XC40,294000,Core,231,11640,Thunder Grey,El,TRUE,2023,2026-05-06
C40 Recharge,309900,Core,231,8712,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,399900,Ultimate,407,4886,Sage Green,El,TRUE,2023,2026-05-06
XC40,304500,Core,231,6392,Crystal White,El,TRUE,2023,2026-05-06
XC40,304900,"Core, Navigation, on call",231,5709,Fjord Blue,El,TRUE,2023,2026-05-06
C40 Recharge,334900,Core | Dragkrok |,231,5776,Black Stone,El,TRUE,2023,2026-05-06
XC40,299900,"Core Edition, Ränta 2,95%, Navigation, on call",231,5286,Black Stone,El,TRUE,2023,2026-05-06
XC40,299000,Core Edition,231,7301,Onyx Black,El,TRUE,2023,2026-05-06
XC40,304900,Core | Ränta 2.95% |,231,5828,Black Stone,El,TRUE,2023,2026-05-06
XC40,314300,Core Edition,231,6343,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,"Core Edition, Ränta 2.95%, Navigation, Baklucka elmanövrerad",231,4176,Black Stone,El,TRUE,2023,2026-05-06
XC40,304900,"Core, on call",231,3997,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,309900,"Core, on call",231,5853,Thunder Grey,El,TRUE,2023,2026-05-06
C40 Recharge,309900,"Core, on call",231,6843,Sage Green,El,TRUE,2023,2026-05-06
XC40,304900,Core Edition,231,7010,Sage Green,El,TRUE,2023,2026-05-06
XC40,324900,Core Edition/High Preformance stereo/Baksätesvärme,231,4814,Silver Dawn,El,TRUE,2023,2026-05-06
C40 Recharge,324800,Core,231,5898,Black Stone,El,TRUE,2023,2026-05-06
XC40,324900,Plus Edition/Google,231,7880,Black Stone,El,TRUE,2023,2026-05-06
XC40,309000,Core Edition,231,5955,Black Stone,El,TRUE,2023,2026-05-06
XC40,314000,"Core Edition, Backkamera, sensorer.",231,7655,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,314500,Plus | Dragkrok |,407,10050,Crystal White,El,TRUE,2023,2026-05-06
C40 Recharge,359000,Core,407,5905,Black Stone,El,TRUE,2023,2026-05-06
XC40,299000,Core Edition,231,7463,Black Stone,El,TRUE,2023,2026-05-06
XC40,299100,Core Edition,231,7570,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,279900,"Core, on call",231,8811,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,354900,Plus,407,10129,Onyx Black,El,TRUE,2023,2026-05-06
C40 Recharge,329000,Plus Edition,231,7579,Black Stone,El,TRUE,2023,2026-05-06
XC40,299100,Core Edition,231,5500,Black Stone,El,TRUE,2023,2026-05-06
XC40,319100,Plus Edition,231,6027,Onyx Black,El,TRUE,2023,2026-05-06
C40 Recharge,370000,Plus Edition,231,5163,Fusion Red,El,TRUE,2023,2026-05-06
XC40,319900,Core,231,6394,Thunder Grey,El,TRUE,2023,2026-05-06
C40 Recharge,339900,Core | 2.95% Ränta |,231,2714,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,334900,"Core, Ränta 2,95%, Baklucka elmanövrerad, Navigation",231,4450,Bright Dusk,El,TRUE,2023,2026-05-06
XC40,319000,Core Edition / Navigation /,231,4840,Black Stone,El,TRUE,2023,2026-05-06
XC40,344900,Plus,231,5432,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,324900,Ultimate,231,10687,Fjord Blue,El,TRUE,2023,2026-05-06
C40 Recharge,334900,Plus Edition,231,4028,Silver Dawn,El,TRUE,2023,2026-05-06
XC40,339900,"Ultimate, Ränta 2,95%, Taklucka",231,8328,Thunder Grey,El,TRUE,2023,2026-05-06
C40 Recharge,314900,Core | 2.95% Ränta |,231,8384,Sage Green,El,TRUE,2023,2026-05-06
C40 Recharge,325000,Plus Edition,231,6400,Onyx Black,El,TRUE,2023,2026-05-06
XC40,314900,Core Selekt,231,3557,Black Stone,El,TRUE,2023,2026-05-06
XC40,294000,Core,231,7302,Black Stone,El,TRUE,2023,2026-05-06
XC40,354500,Ultimate / Navigation / Panoramaglas tak / Backkamera /,231,9701,Crystal White,El,TRUE,2023,2026-05-06
XC40,344000,Core / Tonade rutor / Navigation / Backkamera /,231,4684,Sage Green,El,TRUE,2023,2026-05-06
XC40,299500,Core Edition,231,4785,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,324900,Plus,231,5188,Silver Dawn,El,TRUE,2023,2026-05-06
XC40,299000,Core Edition //Kamera//Värmare//,231,4431,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,Plus,231,7502,Bright Dusk,El,TRUE,2023,2026-05-06
C40 Recharge,324900,"Core Edition, Ränta 2,95%, Panoramaglastak ej öppnb",231,4698,Onyx Black,El,TRUE,2023,2026-05-06
XC40,299900,"Core, Värmepump",231,8208,Onyx Black,El,TRUE,2023,2026-05-06
XC40,334900,Core / Kamera / Keyless / Värmepump/ Navi,231,3276,Black Stone,El,TRUE,2023,2026-05-06
XC40,334900,Core | Ränta 2.95% |,231,4190,Sage Green,El,TRUE,2023,2026-05-06
XC40,314800,Core,231,3806,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,329900,"Core Edition, Ränta 2,95%, Navigation, Panoramaglastak ej öppnb",231,4304,Black Stone,El,TRUE,2023,2026-05-06
XC40,329900,"Core Edition, Ränta 2,95%, on call",231,3600,Bright Dusk,El,TRUE,2023,2026-05-06
C40 Recharge,349900,"Plus, Tonade rutor, Värmepump, Panoramaglastak",407,9493,Onyx Black,El,TRUE,2023,2026-05-06
C40 Recharge,329900,"Core, Ränta 2,95%, Panoramaglastak ej öppnb, Navigation",231,5036,Fusion Red,El,TRUE,2023,2026-05-06
XC40,349000,Core,407,6785,Black Stone,El,TRUE,2023,2026-05-06
XC40,275000,Core Edition,231,7493,Onyx Black,El,TRUE,2023,2026-05-06
C40 Recharge,314900,"Core, Navigation, on call",231,4544,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,Core Edition | Ränta 2.95% |,231,7556,Silver Dawn,El,TRUE,2023,2026-05-06
XC40,375000,Plus,407,5455,Black Stone,El,TRUE,2023,2026-05-06
XC40,299000,Plus Edition,231,9250,Black Stone,El,TRUE,2023,2026-05-06
XC40,309500,Core Edition/VOC/Rattvärme/Värmepump,231,5091,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,324000,Core Edition / Navigation / Panoramatak/ Backkamera,231,4405,Silver Dawn,El,TRUE,2023,2026-05-06
XC40,329900,Plus Edition,231,6438,Bright Dusk,El,TRUE,2023,2026-05-06
XC40,309900,"Core, Dragkrok, Ullklädsel",231,4927,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,314900,"Core, Navigation, on call",231,4450,Black Stone,El,TRUE,2023,2026-05-06
XC40,289000,Core Edition //Kamera//Värmare//,231,8881,Black Stone,El,TRUE,2023,2026-05-06
XC40,289500,Core Edition,231,7008,Black Stone,El,TRUE,2023,2026-05-06
XC40,309900,Core Rattvärme Selekt,231,6110,Crystal White,El,TRUE,2023,2026-05-06
XC40,324900,"Core Edition, Ränta 2.95%, Navigation, Baklucka elmanövrerad, Dragkrok",231,5616,Black Stone,El,TRUE,2023,2026-05-06
XC40,389000,Ultimate,407,7222,Crystal White,El,TRUE,2023,2026-05-06
XC40,275000,Core Edition,231,7558,Onyx Black,El,TRUE,2023,2026-05-06
XC40,329800,Core Edition,231,3620,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,299900,"Core Edition, Ränta 2,95%, Navigation, Panoramaglastak ej öppnb, Dragkrok",231,8268,Black Stone,El,TRUE,2023,2026-05-06
XC40,324900,Core,231,2251,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,379900,"Ultimate, Panoramaglastak ej öppnb, Navigation",231,3161,Sage Green,El,TRUE,2023,2026-05-06
XC40,329000,Plus Edition,231,4506,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,329900,Core,231,4125,Black Stone,El,TRUE,2023,2026-05-06
XC40,309900,Core,231,5997,Crystal White,El,TRUE,2023,2026-05-06
XC40,389900,"Ultimate, Ränta 2.95%, Taklucka, Parkeringskamera 360, Navigation",231,3904,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,324900,Core,231,4700,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,319900,Core,231,5878,Fjord Blue,El,TRUE,2023,2026-05-06
C40 Recharge,329900,Core,231,3427,Black Stone,El,TRUE,2023,2026-05-06
XC40,319000,Core Edition,231,4129,Black Stone,El,TRUE,2023,2026-05-06
XC40,319500,Plus,231,5865,Black Stone,El,TRUE,2023,2026-05-06
XC40,369000,Ultimate / Tonade rutor / Panoramaglas tak / Navigation /,231,5958,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,344000,Core,231,2194,Bright Dusk,El,TRUE,2023,2026-05-06
C40 Recharge,299900,Core,231,8980,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,314900,Core Selekt,231,4260,Black Stone,El,TRUE,2023,2026-05-06
XC40,329000,"Core, Navigation, Backkamera, Rattvärme",231,4068,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,"Core Edition, Ränta 2,95%, on call",231,4839,Black Stone,El,TRUE,2023,2026-05-06
XC40,289000,Core Edition //Kamera//Värmare//,231,7208,Thunder Grey,El,TRUE,2023,2026-05-06
XC40,314000,Core Edition,231,5138,Black Stone,El,TRUE,2023,2026-05-06
XC40,319600,"Core Edition Momsbil, Drag, Parkeringskamera, Parksensorer fram/bak",231,8151,Black Stone,El,TRUE,2023,2026-05-06
XC40,334900,"Core, Baklucka elmanövrerad.",231,2945,Fjord Blue,El,TRUE,2023,2026-05-06
C40 Recharge,314900,"Core, Panoramaglastak ej öppnb, Navigation",231,5033,Thunder Grey,El,TRUE,2023,2026-05-06
XC40,319900,Core Edition,231,5261,Black Stone,El,TRUE,2023,2026-05-06
XC40,314900,Core,231,6454,Sage Green,El,TRUE,2023,2026-05-06
XC40,319900,Core Edition,231,5904,Black Stone,El,TRUE,2023,2026-05-06
XC40,309000,Core Edition,231,5843,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,339900,"Core Edition, Ränta 2,95%, Navigation, Panoramaglastak ej öppnb",231,3628,Crystal White,El,TRUE,2023,2026-05-06
XC40,349900,"Ultimate, Panoramaglastak, Parkeringskamera 360, HarmanKardon",231,6607,Crystal White,El,TRUE,2023,2026-05-06
XC40,294800,Core,231,9846,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,329000,Core,231,5270,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,329900,"Core Edition, Ränta 2,95%, Navigation, Panoramaglastak ej öppnb",231,5510,Onyx Black,El,TRUE,2023,2026-05-06
XC40,324000,"Core Edition, Dragkrok, Backkamera",231,5323,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,319500,Plus Edition,231,5277,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,309500,Plus | Parkeringskamera Bak | Google System |,231,7344,Sage Green,El,TRUE,2023,2026-05-06
XC40,315000,Core,231,6337,Sage Green,El,TRUE,2023,2026-05-06
XC40,324000,Core / Mörkt tonade rutor / Klimatpaket /,231,4360,Bright Dusk,El,TRUE,2023,2026-05-06
XC40,379000,Ultimate,231,3656,Sage Green,El,TRUE,2023,2026-05-06
XC40,339900,"Ultimate, Ränta 2,95%, Förarstol elmanövrerad, Navigation, Dragkrok, Taklucka",231,8755,Onyx Black,El,TRUE,2023,2026-05-06
XC40,302000,Core Edition,231,6026,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,359900,"C40 Recharge Ultimate, Single motor, El",231,6001,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,319900,Plus Edition,231,5954,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,299000,Plus,231,8653,Sage Green,El,TRUE,2023,2026-05-06
C40 Recharge,349900,"Plus Edition, Ränta 2,95%, Baklucka elmanövrerad, Dragkrok",231,4235,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,339900,Plus,231,7141,Black Stone,El,TRUE,2023,2026-05-06
XC40,324900,Plus Edition,231,4766,Black Stone,El,TRUE,2023,2026-05-06
XC40,329900,Plus Edition,231,3792,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,319900,"Core. '2,95% Ränta'",231,4345,Sage Green,El,TRUE,2023,2026-05-06
C40 Recharge,379900,"Ultimate, Ränta 2,95%, HarmanKardon PremiumSound, Navigation",231,3196,Thunder Grey,El,TRUE,2023,2026-05-06
XC40,334900,Core Edition,231,3871,Crystal White,El,TRUE,2023,2026-05-06
XC40,289500,Core | Dragkrok |,231,7063,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,389900,"Plus, Ränta 2,95%, Panoramaglastak ej öppnb, Navigation",407,2153,Sage Green,El,TRUE,2023,2026-05-06
XC40,299000,Core Edition,231,7220,Black Stone,El,TRUE,2023,2026-05-06
XC40,344800,Plus Edition,231,4007,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,329000,Plus,407,9175,Onyx Black,El,TRUE,2023,2026-05-06
C40 Recharge,309000,Core Edition / 2.95%* /,231,5432,Crystal White,El,TRUE,2023,2026-05-06
XC40,389500,Ultimate | Drag | 360° | Pixel | Pano |,407,5276,Sage Green,El,TRUE,2023,2026-05-06
XC40,324900,Plus Edition,231,3920,Black Stone,El,TRUE,2023,2026-05-06
XC40,329900,Plus Edition,231,5601,Black Stone,El,TRUE,2023,2026-05-06
XC40,309500,Core,231,3188,Black Stone,El,TRUE,2023,2026-05-06
XC40,304000,Core,231,6592,Black Stone,El,TRUE,2023,2026-05-06
XC40,369000,"Ultimate, Panoramatak, 360 Kamera",231,4965,Fjord Blue,El,TRUE,2023,2026-05-06
C40 Recharge,324900,Core,231,5976,Crystal White,El,TRUE,2023,2026-05-06
XC40,334900,"Core Edition, Ränta 2,95%, Baklucka elmanövrerad",231,3753,Black Stone,El,TRUE,2023,2026-05-06
XC40,302000,Core Edition,231,6456,Black Stone,El,TRUE,2023,2026-05-06
XC40,329800,Core Edition,231,2965,Onyx Black,El,TRUE,2023,2026-05-06
XC40,299000,Core Edition //Kamera//Värmare//,231,5325,Black Stone,El,TRUE,2023,2026-05-06
XC40,369900,"XC40 Recharge Ultimate, Single Motor, El",231,5337,Crystal White,El,TRUE,2023,2026-05-06
XC40,309000,"Core, Backkamera, Rattvärme, Baklucka elmanövrerad.",231,6807,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,319900,"Core Edition, Ränta 2,95%, Panoramaglastak ej öppnb",231,6626,Onyx Black,El,TRUE,2023,2026-05-06
C40 Recharge,319900,Core,231,4445,Silver Dawn,El,TRUE,2023,2026-05-06
XC40,302000,Core Edition,231,6181,Black Stone,El,TRUE,2023,2026-05-06
XC40,314900,Plus (SELEKT),231,7487,Crystal White,El,TRUE,2023,2026-05-06
XC40,409900,Ultimate,407,6159,Onyx Black,El,TRUE,2023,2026-05-06
C40 Recharge,339000,Plus Edition//Glastak//Kamera//,231,7102,Crystal White,El,TRUE,2023,2026-05-06
XC40,319000,Plus Edition//Adaptiv farthållare//,231,4574,Black Stone,El,TRUE,2023,2026-05-06
XC40,359000,Plus / Navigation / Mörkt tonade rutor / Backkamera /,231,3199,Black Stone,El,TRUE,2023,2026-05-06
XC40,309900,Core,231,8770,Black Stone,El,TRUE,2023,2026-05-06
XC40,309000,Plus Edition//Adaptiv farthållare//,231,6418,Onyx Black,El,TRUE,2023,2026-05-06
XC40,309900,"Core Edition, Baklucka elmanövrerad",231,7950,Crystal White,El,TRUE,2023,2026-05-06
XC40,359000,Ultimate/DRAG,407,8909,Onyx Black,El,TRUE,2023,2026-05-06
XC40,339900,Plus Edition,231,4719,Black Stone,El,TRUE,2023,2026-05-06
XC40,329900,Core Edition,231,4992,Thunder Grey,El,TRUE,2023,2026-05-06
XC40,289000,Core,231,8932,Black Stone,El,TRUE,2023,2026-05-06
XC40,302000,Core Edition,231,6267,Black Stone,El,TRUE,2023,2026-05-06
XC40,329900,Core Edition,231,4876,Black Stone,El,TRUE,2023,2026-05-06
XC40,339900,"Core Edition, Ränta 2,95%, Baklucka elmanövrerad",231,2497,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,319900,Core,231,5816,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,Core Edition,231,3934,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,349900,Plus,231,2467,Black Stone,El,TRUE,2023,2026-05-06
XC40,319800,Core Edition,231,3951,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,344900,Core | 2.95% Ränta |,231,4353,Fusion Red,El,TRUE,2023,2026-05-06
XC40,324900,Core Edition,231,4476,Black Stone,El,TRUE,2023,2026-05-06
XC40,349900,"Core Edition, Ränta 2,95%, Navigation, Baklucka elmanövrerad",231,2673,Black Stone,El,TRUE,2023,2026-05-06
XC40,324900,Plus Edition,231,5671,Black Stone,El,TRUE,2023,2026-05-06
XC40,329000,Core / Navigation / Klimatpaket /,231,1995,Black Stone,El,TRUE,2023,2026-05-06
XC40,304500,"⚫Recharge Singel Moto Core. Backkamera, Navi, Klimatpaket, Rattvärme",231,5120,Bright Dusk,El,TRUE,2023,2026-05-06
XC40,309500,"Core ⚫, Klimatpaket, Navigation, Parkeringskamera bak, Vinterhjul ingår",231,8017,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,319900,Core Edition,231,6136,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,Core Edition,231,4524,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,389900,"Ultimate, Drag, Värmepump, 20'5-Sp Black Diamond Cut, Mörkt tonade rutor 5 st",407,4476,Crystal White,El,TRUE,2023,2026-05-06
XC40,289000,Core Edition,231,9647,Black Stone,El,TRUE,2023,2026-05-06
XC40,309900,"Core Edition, Ränta 2,95%, Baklucka elmanövrerad",231,7495,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,399000,Ultimate / 20' hjul / Backkamera / Tonade rutor /,407,5281,Silver Dawn,El,TRUE,2023,2026-05-06
C40 Recharge,329900,Plus,231,3948,Onyx Black,El,TRUE,2023,2026-05-06
XC40,319800,Core Edition,231,4400,Black Stone,El,TRUE,2023,2026-05-06
XC40,299900,Core Edition,231,9189,Black Stone,El,TRUE,2023,2026-05-06
XC40,339900,Plus Edition,231,7048,Crystal White,El,TRUE,2023,2026-05-06
XC40,319000,Core / Dragkrok / Navigation /,231,5856,Crystal White,El,TRUE,2023,2026-05-06
XC40,304000,Core / Klimatpaket /,231,7852,Black Stone,El,TRUE,2023,2026-05-06
XC40,329900,Core Edition,231,4409,Silver Dawn,El,TRUE,2023,2026-05-06
XC40,319000,Core / Klimatpaket /,231,5003,Fjord Blue,El,TRUE,2023,2026-05-06
C40 Recharge,349900,Ultimate / Dragkrok (SELEKT),231,5195,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,319900,Plus Edition,231,5044,Black Stone,El,TRUE,2023,2026-05-06
XC40,324800,Core Edition,231,4519,Black Stone,El,TRUE,2023,2026-05-06
XC40,359900,Ultimate,231,7200,Sage Green,El,TRUE,2023,2026-05-06
XC40,319900,Plus Edition,231,5874,Black Stone,El,TRUE,2023,2026-05-06
XC40,299900,Core Edition,231,7485,Black Stone,El,TRUE,2023,2026-05-06
XC40,324900,Core Edition,231,4639,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,Plus Edition,231,7537,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,Core Edition,231,3588,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,329900,Plus Edition,231,5055,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,329900,Core Edition,231,4159,Crystal White,El,TRUE,2023,2026-05-06
XC40,309000,Core / Navigation / Metallic /,231,6530,Sage Green,El,TRUE,2023,2026-05-06
C40 Recharge,324900,Plus Edition,231,5632,Onyx Black,El,TRUE,2023,2026-05-06
XC40,309900,Plus Edition,231,10280,Silver Dawn,El,TRUE,2023,2026-05-06
XC40,319900,Core Edition,231,3889,Fjord Blue,El,TRUE,2023,2026-05-06
XC40,329900,Plus Edition,231,4885,Black Stone,El,TRUE,2023,2026-05-06
XC40,319000,Core,407,9006,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,359000,"Ultimate, Panoramatak, 360 Kamera",407,8293,Silver Dawn,El,TRUE,2023,2026-05-06
XC40,319900,Plus Edition,231,7525,Black Stone,El,TRUE,2023,2026-05-06
XC40,324000,Core Edition,231,5035,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,Core Edition,231,4426,Black Stone,El,TRUE,2023,2026-05-06
XC40,329000,Core Edition / Navigation /,231,2292,Black Stone,El,TRUE,2023,2026-05-06
C40 Recharge,339000,Ultimate,231,8943,Thunder Grey,El,TRUE,2023,2026-05-06
XC40,324900,Core Edition,231,3593,Black Stone,El,TRUE,2023,2026-05-06
XC40,324000,Core / Tonade rutor / Navigation / Backkamera /,231,6442,Black Stone,El,TRUE,2023,2026-05-06
XC40,339900,"Ultimate, Drag, Värmepump, Rattvärme, Strålkastare Pixel Tech",231,8915,Bright Dusk,El,TRUE,2023,2026-05-06
XC40,324900,Plus Edition,231,8189,Black Stone,El,TRUE,2023,2026-05-06
XC40,289000,"Plus Edition, Navigation, Backkamera",231,11571,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,Core Edition,231,4517,Black Stone,El,TRUE,2023,2026-05-06
XC40,319900,Core Edition,231,5449,Fjord Blue,El,TRUE,2023,2026-05-06
C40 Recharge,339000,Ultimate,231,8467,Crystal White,El,TRUE,2023,2026-05-06
XC40,329900,Ultimate,231,8870,Sage Green,El,TRUE,2023,2026-05-06
XC40,344900,Plus Edition,231,6963,Silver Dawn,El,TRUE,2023,2026-05-06
C40 Recharge,319000,Core / Navigation / Panoramaglastak / Backkamera /,231,4128,Black Stone,El,TRUE,2023,2026-05-06
XC40,309500,Core | Kamera | Rattvärme |,231,4098,Black Stone,El,TRUE,2023,2026-05-06
XC40,274900,Core / Klimatpaket (SELEKT),231,9201,Black Stone,El,TRUE,2023,2026-05-06
XC40,269900,Core / Dragkrok (SELEKT),231,11669,Black Stone,El,TRUE,2023,2026-05-06
XC40,339900,Core Edition (SELEKT),231,3895,Onyx Black,El,TRUE,2023,2026-05-06
XC40,329900,Core,231,5927,Fjord Blue,El,TRUE,2023,2026-05-06
C40 Recharge,369500,Ultimate | Dragkrok | Harman Kardon | Google |,407,5012,Fjord Blue,El,TRUE,2023,2026-05-06
